CallID,AgentID,AgentName,StartTime,EndTime,WaitTime_sec,CallType,Department,Channel,Resolved,CustomerRating,EscalatedToManager
CALL0425,AGT003,Sneha Patil,2024-01-06 13:39:53,2024-01-06 13:49:30,208,Billing,Sales,Email,Y,3,N
CALL0426,AGT014,Deepak Shah,2024-01-25 20:41:35,2024-01-25 20:45:04,307,Billing,Retention,Phone,N,3,N
CALL0427,AGT006,Rohan Desai,2024-01-12 10:42:41,2024-01-12 10:51:41,112,Complaint,Support,Phone,Y,4,N
CALL0428,AGT006,Rohan Desai,2024-01-20 15:44:37,2024-01-20 15:50:49,589,Sales,Retention,Chat,Y,3,N
CALL0429,AGT001,Priya Sharma,2024-01-11 13:50:14,2024-01-11 14:15:32,456,Complaint,Retention,Phone,Y,4,N
CALL0430,AGT015,Meera Pillai,2024-01-16 20:28:22,2024-01-16 20:55:48,322,General,Support,Phone,Y,3,N
CALL0431,AGT014,Deepak Shah,2024-01-09 10:57:34,2024-01-09 11:05:16,279,Billing,Support,Phone,Y,5,N
CALL0432,AGT001,Priya Sharma,2024-01-27 18:49:37,2024-01-27 18:57:52,47,Sales,Retention,Email,Y,5,N
CALL0433,AGT008,Kiran Kumar,2024-01-21 10:23:25,2024-01-21 10:32:02,307,Technical,Technical,Email,Y,4,N
CALL0434,AGT006,Rohan Desai,2024-01-17 06:42:15,2024-01-17 07:12:11,179,Sales,Sales,Chat,N,3,Y
CALL0435,AGT011,Anita Bose,2024-01-28 10:47:46,2024-01-28 11:05:16,377,Billing,Sales,Chat,N,2,N
CALL0436,AGT001,Priya Sharma,2024-01-22 12:33:58,2024-01-22 13:01:58,379,General,Technical,Chat,Y,3,N
CALL0437,AGT011,Anita Bose,2024-01-11 09:45:33,2024-01-11 10:08:10,290,Complaint,Sales,Chat,Y,4,N
CALL0438,AGT010,Vijay Rao,2024-01-21 08:33:16,2024-01-21 08:47:06,238,Sales,Technical,Chat,Y,4,N
CALL0439,AGT008,Kiran Kumar,2024-01-26 21:56:38,2024-01-26 21:57:51,523,Technical,Technical,Phone,N,3,Y
CALL0440,AGT004,Amit Joshi,2024-01-05 11:10:23,2024-01-05 11:31:55,131,Technical,Technical,Chat,Y,4,N
CALL0441,AGT011,Anita Bose,2024-01-16 21:13:37,2024-01-16 21:20:07,430,Billing,Sales,Phone,N,3,N
CALL0442,AGT011,Anita Bose,2024-01-17 07:57:36,2024-01-17 08:03:36,67,Technical,Retention,Phone,Y,4,N
CALL0443,AGT010,Vijay Rao,2024-01-19 06:56:46,2024-01-19 07:22:36,300,Billing,Sales,Chat,Y,4,N
CALL0444,AGT014,Deepak Shah,2024-01-16 11:14:53,2024-01-16 11:29:54,156,Sales,Sales,Email,Y,4,N
CALL0445,AGT003,Sneha Patil,2024-01-24 16:59:29,2024-01-24 17:20:50,80,Technical,Technical,Chat,N,1,N
CALL0446,AGT014,Deepak Shah,2024-01-17 19:52:09,2024-01-17 20:13:49,108,Technical,Technical,Email,Y,5,N
CALL0447,AGT009,Neha Gupta,2024-01-25 09:05:30,2024-01-25 09:29:00,143,Sales,Support,Email,Y,5,N
CALL0448,AGT007,Pooja Singh,2024-01-12 07:44:33,2024-01-12 08:00:11,244,General,Technical,Chat,Y,5,N
CALL0449,AGT015,Meera Pillai,2024-01-25 09:27:08,2024-01-25 09:36:49,498,Technical,Support,Chat,Y,5,N
CALL0450,AGT007,Pooja Singh,2024-01-09 12:00:45,2024-01-09 12:27:07,17,Sales,Support,Email,N,3,N
CALL0451,AGT013,Lakshmi Iyer,2024-01-11 19:23:06,2024-01-11 19:29:22,446,Sales,Retention,Chat,Y,4,N
CALL0452,AGT010,Vijay Rao,2024-01-12 14:43:25,2024-01-12 15:10:11,218,General,Technical,Phone,Y,5,N
CALL0453,AGT008,Kiran Kumar,2024-01-09 15:36:22,2024-01-09 16:03:47,417,Technical,Support,Email,N,3,Y
CALL0454,AGT002,Rahul Mehta,2024-01-07 22:25:50,2024-01-07 22:38:23,573,Sales,Support,Phone,Y,5,N
CALL0455,AGT001,Priya Sharma,2024-01-26 08:52:09,2024-01-26 09:09:14,455,Billing,Support,Chat,N,1,Y
CALL0456,AGT012,Sanjay Tiwari,2024-01-13 18:39:41,2024-01-13 18:58:28,303,Sales,Support,Phone,Y,4,N
CALL0457,AGT001,Priya Sharma,2024-01-07 22:18:12,2024-01-07 22:20:20,532,Sales,Sales,Email,N,1,N
CALL0458,AGT011,Anita Bose,2024-01-01 11:05:17,2024-01-01 11:32:53,419,Complaint,Technical,Chat,Y,5,N
CALL0459,AGT001,Priya Sharma,2024-01-24 08:58:05,2024-01-24 09:17:50,301,Sales,Retention,Chat,Y,4,N
CALL0460,AGT004,Amit Joshi,2024-01-20 12:29:59,2024-01-20 12:44:46,598,Billing,Retention,Phone,Y,3,N
CALL0461,AGT009,Neha Gupta,2024-01-03 22:18:21,2024-01-03 22:23:20,535,Complaint,Retention,Email,Y,4,N
CALL0462,AGT010,Vijay Rao,2024-01-16 13:48:21,2024-01-16 14:15:49,479,General,Support,Chat,N,1,N
CALL0463,AGT013,Lakshmi Iyer,2024-01-08 13:51:20,2024-01-08 14:06:24,371,Sales,Support,Email,Y,3,N
CALL0464,AGT005,Divya Nair,2024-01-03 18:43:47,2024-01-03 19:12:48,360,Billing,Sales,Chat,Y,3,N
CALL0465,AGT015,Meera Pillai,2024-01-19 14:11:47,2024-01-19 14:36:06,204,General,Sales,Phone,Y,4,N
CALL0466,AGT004,Amit Joshi,2024-01-08 12:53:15,2024-01-08 13:22:47,374,Technical,Support,Phone,Y,5,N
CALL0467,AGT011,Anita Bose,2024-01-16 06:48:54,2024-01-16 07:08:22,53,General,Retention,Email,Y,5,N
CALL0468,AGT014,Deepak Shah,2024-01-09 21:11:48,2024-01-09 21:30:14,296,General,Sales,Email,N,3,Y
CALL0469,AGT008,Kiran Kumar,2024-01-18 07:32:22,2024-01-18 07:46:48,188,General,Support,Email,Y,4,N
CALL0470,AGT012,Sanjay Tiwari,2024-01-01 06:43:13,2024-01-01 06:57:10,113,Complaint,Retention,Email,Y,3,N
CALL0471,AGT009,Neha Gupta,2024-01-09 13:17:30,2024-01-09 13:39:25,361,Complaint,Sales,Chat,Y,4,N
CALL0472,AGT012,Sanjay Tiwari,2024-01-25 17:23:54,2024-01-25 17:38:34,296,General,Sales,Email,N,3,Y
CALL0473,AGT014,Deepak Shah,2024-01-04 14:51:15,2024-01-04 15:11:12,452,General,Sales,Phone,Y,5,N
CALL0474,AGT003,Sneha Patil,2024-01-16 06:11:26,2024-01-16 06:29:29,147,Sales,Retention,Chat,Y,5,N
CALL0475,AGT014,Deepak Shah,2024-01-19 07:25:06,2024-01-19 07:49:40,177,Billing,Sales,Chat,Y,5,N
CALL0476,AGT002,Rahul Mehta,2024-01-15 16:16:23,2024-01-15 16:29:40,583,Sales,Retention,Chat,N,1,N
CALL0477,AGT011,Anita Bose,2024-01-20 12:36:36,2024-01-20 12:59:46,561,Technical,Retention,Chat,Y,5,N
CALL0478,AGT008,Kiran Kumar,2024-01-25 20:56:05,2024-01-25 21:10:05,303,General,Sales,Phone,Y,4,N
CALL0479,AGT007,Pooja Singh,2024-01-21 18:54:58,2024-01-21 18:58:24,91,Technical,Retention,Phone,Y,5,N
CALL0480,AGT005,Divya Nair,2024-01-23 14:38:41,2024-01-23 14:53:10,287,General,Retention,Email,Y,4,N
CALL0481,AGT007,Pooja Singh,2024-01-06 11:54:01,2024-01-06 11:59:17,250,Complaint,Support,Phone,N,1,N
CALL0482,AGT015,Meera Pillai,2024-01-16 07:01:49,2024-01-16 07:16:22,546,Billing,Support,Chat,Y,3,N
CALL0483,AGT011,Anita Bose,2024-01-13 15:14:15,2024-01-13 15:40:25,300,General,Sales,Phone,Y,3,N
CALL0484,AGT001,Priya Sharma,2024-01-02 17:55:58,2024-01-02 18:08:04,497,General,Retention,Email,Y,5,N
CALL0485,AGT009,Neha Gupta,2024-01-06 20:40:47,2024-01-06 21:03:29,587,General,Retention,Chat,Y,3,N
CALL0486,AGT013,Lakshmi Iyer,2024-01-03 20:19:23,2024-01-03 20:34:27,276,Technical,Retention,Phone,N,1,N
CALL0487,AGT008,Kiran Kumar,2024-01-18 06:44:59,2024-01-18 07:02:46,498,Complaint,Support,Chat,Y,5,N
CALL0488,AGT004,Amit Joshi,2024-01-26 06:35:23,2024-01-26 06:42:49,431,Sales,Technical,Chat,N,3,Y
CALL0489,AGT007,Pooja Singh,2024-01-27 18:14:16,2024-01-27 18:17:58,442,Technical,Retention,Chat,Y,5,N
CALL0490,AGT013,Lakshmi Iyer,2024-01-09 19:12:54,2024-01-09 19:16:14,196,Technical,Retention,Phone,Y,5,N
CALL0491,AGT008,Kiran Kumar,2024-01-09 21:12:20,2024-01-09 21:13:59,165,Billing,Support,Phone,Y,4,N
CALL0492,AGT005,Divya Nair,2024-01-05 20:46:00,2024-01-05 20:54:56,102,Technical,Support,Chat,N,2,N
CALL0493,AGT013,Lakshmi Iyer,2024-01-16 17:29:44,2024-01-16 17:57:44,42,Complaint,Support,Phone,N,2,N
CALL0494,AGT008,Kiran Kumar,2024-01-06 12:57:53,2024-01-06 13:07:25,400,Billing,Support,Email,N,2,N
CALL0495,AGT001,Priya Sharma,2024-01-07 20:47:49,2024-01-07 20:52:01,543,Technical,Technical,Chat,Y,4,N
CALL0496,AGT015,Meera Pillai,2024-01-11 11:40:46,2024-01-11 11:43:12,572,Sales,Support,Chat,Y,4,N
CALL0497,AGT004,Amit Joshi,2024-01-12 07:55:42,2024-01-12 08:04:08,125,Technical,Technical,Chat,N,2,Y
CALL0498,AGT007,Pooja Singh,2024-01-26 13:00:02,2024-01-26 13:20:52,496,Sales,Sales,Chat,Y,3,N
CALL0499,AGT003,Sneha Patil,2024-01-16 08:43:39,2024-01-16 08:56:12,71,Billing,Retention,Email,N,3,Y
CALL0500,AGT003,Sneha Patil,2024-01-16 13:20:35,2024-01-16 13:48:29,365,General,Sales,Phone,Y,4,N
